age,income,experience,spending_score
37.483570765056164,61194.843492688015,7.974465175076856,40.921924421226095
34.308678494144075,57397.06946330215,9.566443987853447,51.39614989220498
38.23844269050346,50477.042959361395,7.622740237000116,55.863944665783556
42.61514928204013,44824.50577835541,9.07611541108288,78.8768765734019
33.82923312638332,55585.78650890872,4.319155999138643,65.56553124533758
33.8293152152541,53147.883083374,10.639881122118815,46.64518430900109
42.896064077536955,57161.54576022186,10.003616426086673,64.86036289417638
38.837173645764544,55081.37441345576,7.548734106795428,44.52696011061634
32.65262807032524,58396.42172255468,11.977737005297215,70.82691053887073
37.712800217929825,45718.118307515455,12.812710412879674,55.28875348182122
32.68291153593769,60539.152525074605,5.177320406893077,59.06363811260829
32.671351232148716,51580.796837539194,7.711825664301357,73.2579664754219
36.20981135783017,66602.08698100212,7.692572950638105,47.1283643141575
25.43359877671101,44486.49745528346,7.180290696673406,46.02881814887009
26.375410837434835,63887.710425321995,12.488424525795246,54.16400673653995
32.188562353795135,51583.28626770118,9.418521583681589,70.38378851019317
29.93584439832788,44788.655971084416,9.206455476068168,44.806539245231576
36.57123666297637,46128.91332756543,3.9884129067797396,31.67844401889431
30.459879622393945,47437.22153444544,11.90625409062768,55.488411415910015
27.938481493323543,53393.32757121533,6.282224815439582,65.51740799910921
42.32824384460777,54182.683904284,10.179797890798985,72.00261749738829
33.87111849756732,45410.399968491365,10.832130813874574,55.36838637914601
35.337641023439616,49805.16326191214,14.081975787515953,55.885733928839976
27.87625906893272,67138.16286889491,6.0735388026426635,71.53900734255747
32.27808637737409,63820.34536080569,0.941463532537524,41.3025830030458
35.554612948549334,53490.58935739226,10.551548634261085,56.114792248169906
29.245032112888488,50304.027825345605,15.401533544532562,61.90423889925058
36.87849009172836,50960.25061374609,13.716839058818312,64.49218721285034
31.996806550405974,54908.14378184333,10.628978245823877,54.901933068091175
33.54153125103362,41817.65947841275,8.525091443103857,60.344410117058416
31.991466938853016,47940.98770061324,12.421367789911931,35.1167264658701
44.26139092254469,36651.32740897928,7.079361400886594,53.41751587666152
34.93251387631033,53193.78498084223,11.429073308068658,64.53508712554468
29.711445355220498,55177.56751762193,11.51641047749988,50.177059657453206
39.11272456051594,46134.508301605005,13.18062972249664,60.58984221589597
28.895781750144888,62591.894106320266,18.278980116733234,64.46872500802698
36.04431797502378,40193.87469598127,11.177247901536301,56.57450799142235
25.201649380601122,38285.00095832144,8.473109122877503,61.70463770996571
28.359069755507846,51795.614548479774,9.923277063424017,50.372674347153875
35.984306179345616,58376.78642089724,4.692772285332645,57.93388720303953
38.69233289997705,63471.42153166295,7.915860606732825,66.10216169589222
35.85684140594985,46328.92589704848,8.772152685660688,61.569729609684344
34.4217585880588,58629.446667450364,8.427734806196222,54.13468730436065
33.494481522053555,49691.93224399434,10.457064616101166,62.24216404290793
27.607390048162863,48618.981600473446,7.5327402028533985,67.14609790636618
31.400778958026457,57069.27949989338,13.363092001973413,39.50058721422522
32.696806145201066,55218.58302730736,10.000621194754592,71.59074064955898
40.285611131094576,37388.862744126,9.972099036584156,56.63745261318928
36.718091447842305,61812.322797807166,9.016315850461247,64.2548993324023
26.18479922318633,61040.73083317961,10.465572051576938,71.97246923645228
36.620419846973974,44995.49838792376,12.475294794002904,46.28326302769534
33.07458859791842,53166.42826749927,7.3986093528672985,52.90558997572453
31.615389998470206,53952.24149026191,8.02565053277423,57.11451304124295
38.058381444204336,52085.39012659126,9.088821913670007,52.16246478875571
40.154997612479754,45597.55876923664,5.962387229580355,77.34936575836808
39.65640059558099,44627.01305649559,7.542226420835506,51.432279061732075
30.803912383886807,49795.56743206844,8.571337379366023,54.44453220513133
33.45393812074393,59381.83215407492,12.623167542138184,62.04389031602977
36.65631715701782,54348.80123675546,10.787683987005774,47.97850473923911
39.877725635611796,47035.085343311155,10.580769734102633,56.04319288243736
32.60412881077355,56173.58968518676,12.552693886503917,63.17453261250175
34.07170511668092,27211.659034959397,9.58788463480181,56.67139595617489
29.46832512996986,59190.12560297683,11.171394549786669,59.06613141100052
29.018966879596647,36082.289769775205,9.690334741202511,54.70667887551629
39.06262911197099,47100.47246877494,10.796087048198885,44.85529690819233
41.78120014285412,41042.64084299085,8.251724027165254,63.215932113392384
34.63994939209833,39642.54819423275,2.6835485251707123,77.54933071647241
40.01766448946012,59286.61429902815,9.597162513441088,60.18401630783438
36.808180125238174,46258.39038950487,14.26824440829982,62.25264117247549
31.77440122697438,52772.03105384573,12.778646206724776,66.9272275511686
36.80697802754207,49624.63536896653,12.896192453773512,47.30669503453301
42.690182832329846,53816.32661778497,13.708392165418655,77.02514658129606
34.82086980445024,50614.57512848204,10.265972772884313,62.02328796422802
42.82321827907003,39736.06220649144,10.591947122216787,76.3185689908911
21.901274479551276,57970.13455557712,8.147044313696949,52.66967004476011
39.10951252187612,46049.9473347095,9.051781431918851,78.18061922557825
35.435235341190854,37547.34481072199,11.847313449313425,67.75155494034783
33.50496324767066,46575.0787122727,13.611653311506448,65.53040085852358
35.458803882677515,62006.078325074486,9.581661172957002,62.34024454353148
25.062155426995538,56801.77393690794,8.649432205445766,57.514713819255505
33.90164056081244,47210.78292473713,10.001583876569791,72.00531658473872
36.78556285755873,47205.938365452566,11.803620246787345,61.40359869848047
42.38947022370758,47426.919590260935,5.668435551599375,40.32930296412847
32.40864890863176,66613.98386848673,3.1114571405882856,48.82813538292997
30.95753198553406,53055.48361785243,8.34838945152525,58.14154247807253
32.491214782077314,53440.333177528555,6.337862722257524,63.09998983165555
39.57701058851037,58242.267632254734,8.475579407058067,59.43411511100104
36.64375554829842,51910.31327221211,9.556659043547585,72.18970789793663
32.351198981164806,47927.66283343438,8.640254772930959,40.48898135961375
37.56633716556678,48429.20120732018,14.357402603412236,61.435879365051605
35.4853877467402,49427.18992468749,10.98023429380696,41.82020774612845
39.84322495266444,49702.22210792127,10.901423078832485,67.59712295484168
31.489734530613237,55821.03634909584,11.866621432130206,59.05541285557997
