age,income,experience,spending_score
31.955544765245463,59914.88381572756,6.657755925300737,66.77777623465565
37.78157557742641,59559.03069939375,8.10720749878663,28.33478556444698
38.126118104311125,43452.28192843982,7.173819449277265,65.72118474833418
41.30841242090384,61038.91769958275,8.356012543776586,51.49413913222412
28.431991457034215,73793.94898186094,9.357549067866433,65.61186566296571
42.147970916931314,49709.21457107846,12.511463458994154,66.65397538532243
19.069258578780573,77581.79181260712,9.036522883882892,79.11872591678735
33.59080813345333,70853.29785301206,5.243122879691222,75.30180471431805
34.582083102839185,56189.20013634754,13.420203539485481,75.19857493915444
42.43328778249867,63301.64435194583,7.4887295991548815,76.65505478749358
38.15841596873808,84179.8616916924,9.823838718686114,59.37068477223919
28.161058623005992,73802.57376207039,11.339609520822135,55.4827763055526
31.105048119280895,65105.403858777776,10.59883125520835,68.09225624767501
39.390760066831845,62147.80019646819,13.282538642564425,65.98121427149533
37.44652860694811,65919.30884541992,11.437009430178277,50.3640064489261
33.946131232549774,58858.83730469236,7.4160712609086765,61.07235113212402
34.634163473416145,39743.00593137182,16.535686521974988,54.473552998231085
42.87317598011502,89506.13492641677,10.5830003900147,42.19100637309916
34.3761519899155,66863.89999039282,9.557979320135482,74.35691112064525
37.38336129179649,69777.76718147045,12.891776269166712,55.827988637951336
53.1895561165638,64305.107001477096,10.748352837790216,85.73062386548276
28.03422154181254,56178.59839130494,11.19768457881798,30.61761594700251
25.03710087897739,62768.90622861475,17.476551995802062,46.64831840734951
43.48512765359025,45807.26285366826,9.17463571523486,55.489582550363075
33.24949857094128,92325.03797663965,9.046717317947813,72.06071646443371
35.772337305801656,50185.85601893125,10.349735536037391,60.992040589032776
32.5319053530822,52616.404593833846,13.214547806743116,59.65709131271127
36.18139901462741,59716.88954736319,5.4803979094288024,38.091043111687796
49.18976678467439,80456.90869822854,4.103332325570484,37.64587904155793
43.61489921032683,65174.10799115185,8.238654188139558,59.83756990434857
44.03556458320884,50166.37044763445,5.098231122822138,34.538410092724625
28.086410609451484,80052.06032908807,8.725505957423085,47.021833745660075
29.941923844129917,73772.00752142578,11.50749908838787,62.51375993628786
